gene,weight
NAA10_11,0.2676831
NAA15_16,0.2676831
NAA50,0.2676831
REC8L,0.2676831
REC8,0.2676831
STAG3,0.2676831
WAPL,0.2676831
SYCP1,0.2676831
SYCP2,0.2676831
SYCP3,0.2676831
SYCE1,0.2676831
SYCE2,0.2676831
SYCE3,0.2676831
TEX11,0.2676831
TEX12,0.2676831
SIX6OS1,0.2676831
H1_5,0.2676831
H4,0.2676831
NPM1,0.2676831
NPM2,0.2676831
NPM3,0.2676831
NAP1L1,0.2676831
NAP1L2,0.2676831
NAP1L3,0.2676831
NAP1L4,0.2676831
NAP1L5,0.2676831
TSPYL1,0.2676831
TSPYL2,0.2676831
TSPYL3,0.2676831
TSPYL4,0.2676831
TSPYL5,0.2676831
TSPYL6,0.2676831
SET,0.2676831
CHAF1A,0.2676831
CHAF1B,0.2676831
RBBP4,0.2676831
SUPT16H,0.2676831
ASF1,0.2676831
CDAN1,0.2676831
CDIN1,0.2676831
NASP,0.2676831
SUPT6H,0.2676831
HIRA,0.2676831
NCL,0.2676831
ANP32E,0.2676831
HMGB4,0.2676831
HMGBP,0.2676831
HMGN1,0.2676831
HMGN2,0.2676831
HMGN3,0.2676831
HMGN4,0.2676831
HMGN5,0.2676831
HMGXB4,0.2676831
HAT1,0.2676831
PCAF,0.2676831
ELP3,0.2676831
RTT109,0.2676831
GTF3C4,0.2676831
NCOA2,0.2676831
CDY,0.2676831
MCC1,0.2676831
MBD9,0.2676831
MCM3AP,0.2676831
NAA40,0.2676831
NAA60,0.2676831
SUPT3H,0.2676831
TADA2A,0.2676831
TAF5,0.2676831
TAF6,0.2676831
TAF9B,0.2676831
TAF10,0.2676831
TAF12,0.2676831
SUPT7L,0.2676831
TADA1,0.2676831
TADA2B,0.2676831
SF3B3,0.2676831
ATXN7,0.2676831
TAF7,0.2676831
ING3,0.2676831
EP400,0.2676831
BRD8,0.2676831
EPC,0.2676831
DMAP1,0.2676831
RUVBL1,0.2676831
RUVBL2,0.2676831
MORF4L1,0.2676831
YEATS4,0.2676831
MORF4L2,0.2676831
MRGBP,0.2676831
EAF6,0.2676831
ING4,0.2676831
ING5,0.2676831
JADE1,0.2676831
JADE3,0.2676831
BRPF1,0.2676831
BRD1,0.2676831
BRPF3,0.2676831
SPT7,0.2676831
SPT8,0.2676831
SPT20,0.2676831
SUPT20H,0.2676831
HFI1,0.2676831
SGF11,0.2676831
SGF29,0.2676831
SGF73,0.2676831
CHD1,0.2676831
ENY2,0.2676831
RTG2,0.2676831
AHC1,0.2676831
AHC2,0.2676831
ZZZ3,0.2676831
KAT14,0.2676831
DR1,0.2676831
MBIP,0.2676831
WDR5,0.2676831
YEATS2,0.2676831
HIF1,0.2676831
KANSL1,0.2676831
KANSL2,0.2676831
KANSL3,0.2676831
PHF20,0.2676831
OGT,0.2676831
MCRS1,0.2676831
HCFC,0.2676831
MSL1,0.2676831
MSL2,0.2676831
MSL3,0.2676831
ELP1,0.2676831
ELP2,0.2676831
ELP4,0.2676831
ELP5,0.2676831
ELP6,0.2676831
SAS3,0.2676831
YNG1,0.2676831
TAF14,0.2676831
NTO1,0.2676831
YNG2,0.2676831
EAF1,0.2676831
EAF5,0.2676831
EAF7,0.2676831
ARP4,0.2676831
SAS2,0.2676831
SAS4,0.2676831
SAS5,0.2676831
HDAC3,0.2676831
HDAC8,0.2676831
HOS2,0.2676831
HOS3,0.2676831
HDAC4_5,0.2676831
HDAC7,0.2676831
HDAC9,0.2676831
HDAC10,0.2676831
SIRT1,0.2676831
SIRT2,0.2676831
SIRT3,0.2676831
SIRT4,0.2676831
SIRT5,0.2676831
SIRT6,0.2676831
SIRT7,0.2676831
HDAC11,0.2676831
RBBP7,0.2676831
SUDS3,0.2676831
SAP30,0.2676831
SAP18,0.2676831
SAP130,0.2676831
SAP25,0.2676831
ARID4A,0.2676831
ARID4B,0.2676831
BRMS1,0.2676831
ING1,0.2676831
ING2,0.2676831
HMG20B,0.2676831
KDM1A,0.2676831
PHF21A,0.2676831
ANKRA2,0.2676831
ANKRD11_12,0.2676831
DDX53,0.2676831
SIN3B,0.2676831
TRIP4,0.2676831
ZMYND15,0.2676831
HMG20A,0.2676831
DIP2A,0.2676831
ASH1L,0.2676831
DOT1L,0.2676831
EHMT,0.2676831
EZH1,0.2676831
EZH2,0.2676831
MLL2,0.2676831
MLL3,0.2676831
MLL5,0.2676831
NSD1,0.2676831
WHSC1,0.2676831
WHSC1L1,0.2676831
PRDM12,0.2676831
SETD1,0.2676831
SETD2,0.2676831
SETD6,0.2676831
SETD7,0.2676831
SETD8,0.2676831
SETDB1,0.2676831
SETDB2,0.2676831
SETMAR,0.2676831
SMYD,0.2676831
SET2,0.2676831
SET9,0.2676831
SUV39H,0.2676831
SUV420H,0.2676831
SUVH1,0.2676831
ATXR3,0.2676831
ATXR5_6,0.2676831
PRMT1,0.2676831
PRMT2,0.2676831
PRMT3,0.2676831
CARM1,0.2676831
PRMT6,0.2676831
PRMT8,0.2676831
PRMT5,0.2676831
PRMT9,0.2676831
PRMT7,0.2676831
RMT2,0.2676831
RBBP5,0.2676831
WDR82,0.2676831
ASH2,0.2676831
DPY30,0.2676831
BRE2,0.2676831
CPS25,0.2676831
SHG1,0.2676831
MEN1,0.2676831
PAXIP1,0.2676831
PA1,0.2676831
UTX,0.2676831
MLLT1_3,0.2676831
MLLT6_10,0.2676831
KDM1B,0.2676831
KDM3,0.2676831
KDM4,0.2676831
KDM5,0.2676831
KDM6B,0.2676831
UTY,0.2676831
KDM7A,0.2676831
RSBN1,0.2676831
HR,0.2676831
PHF2,0.2676831
PHF8,0.2676831
RIOX1,0.2676831
RIOX2,0.2676831
JMJD1C,0.2676831
JMJD6,0.2676831
JMJD7,0.2676831
JARID2,0.2676831
JMJ30,0.2676831
CBX2,0.2676831
CBX6,0.2676831
CBX7,0.2676831
CBX8,0.2676831
PCGF2,0.2676831
PCGF4,0.2676831
PHC1,0.2676831
PHC2,0.2676831
PHC3,0.2676831
SCMH1,0.2676831
EED,0.2676831
SUZ12,0.2676831
PCGF5,0.2676831
RYBP,0.2676831
AUTS2,0.2676831
ASXL,0.2676831
PCGF1,0.2676831
PCGF3,0.2676831
PCGF6,0.2676831
SCML1,0.2676831
SCML2,0.2676831
SCML4,0.2676831
BCOR,0.2676831
YAF2,0.2676831
SIR1,0.2676831
SIR2,0.2676831
SIR3,0.2676831
SIR4,0.2676831
NNMT,0.2676831
TDRD3,0.2676831
BANF,0.2676831
SART3,0.2676831
SETD5,0.2676831
SETBP1,0.2676831
ZMYND11,0.2676831
GAS1,0.2676831
GAS2,0.2676831
GAS3,0.2676831
GAS4,0.2676831
GAS5,0.2676831
MGA,0.2676831
BCAS3,0.2676831
ZCWPW1,0.2676831
ZCWPW2,0.2676831
SPEN,0.2676831
SMC2,0.2676831
SMC4,0.2676831
BRRN1,0.2676831
YCS4,0.2676831
YCG1,0.2676831
NCAPH2,0.2676831
NCAPD3,0.2676831
NCAPG2,0.2676831
TOP2,0.2676831
RCC1,0.2676831
RCBTB,0.2676831
CENPA,0.2676831
CENPB,0.2676831
CENPC,0.2676831
CENPE,0.2676831
CENPF,0.2676831
CENPH,0.2676831
CENPI,0.2676831
CENPJ,0.2676831
CENPK,0.2676831
CENPL,0.2676831
CENPM,0.2676831
CENPN,0.2676831
CENPO,0.2676831
CENPP,0.2676831
CENPQ,0.2676831
ITGB3BP,0.2676831
APITD1,0.2676831
CENPT,0.2676831
MLF1IP,0.2676831
CDCA8,0.2676831
INCENP,0.2676831
CASC5,0.2676831
DSN1,0.2676831
NSL1,0.2676831
PMF1,0.2676831
NDC80,0.2676831
NUF2,0.2676831
SPBC24,0.2676831
SPBC25,0.2676831
MIS15,0.2676831
MAL2,0.2676831
DAD1,0.2676831
CNL2,0.2676831
FTA7,0.2676831
SIM4,0.2676831
CTF19,0.2676831
OKP1,0.2676831
AME1,0.2676831
SPC24,0.2676831
SPC25,0.2676831
mis13,0.2676831
mis14,0.2676831
NNF1,0.2676831
SPC7,0.2676831
MIS18,0.2676831
OIP5,0.2676831
ASK1,0.2676831
DAD2,0.2676831
DAD3,0.2676831
DAD4,0.2676831
DAM1,0.2676831
DUO1,0.2676831
HSK3,0.2676831
SPC19,0.2676831
SPC34,0.2676831
CBF2,0.2676831
CEP3,0.2676831
CTF13,0.2676831
BUB3,0.2676831
KNTC1,0.2676831
ZWILCH,0.2676831
DYNC2H,0.2676831
DYNC1I,0.2676831
DYNC2LI,0.2676831
KIF2_24,0.2676831
ERCC6L,0.2676831
TRIP13,0.2676831
SGOL1,0.2676831
SGOL2,0.2676831
SGO1,0.2676831
CBX1,0.2676831
CBX3,0.2676831
CBX5,0.2676831
MECP2,0.2676831
MBD2,0.2676831
MBD3,0.2676831
MBD4,0.2676831
MBD5,0.2676831
CHD3,0.2676831
LBR,0.2676831
SALL,0.2676831
MPHOSPH8,0.2676831
PPHLN1,0.2676831
FAM208A,0.2676831
AHDC1,0.2676831
CHAMP1,0.2676831
POGZ,0.2676831
SMCHD1,0.2676831
LRIF1,0.2676831
SLFN12,0.2676831
DICER1,0.2676831
ELF2C,0.2676831
AUB,0.2676831
DDX3X,0.2676831
TRM3,0.2676831
TDRD1_4_6_7,0.2676831
TDRKH,0.2676831
TDRD5,0.2676831
TDRD9,0.2676831
TDRD12,0.2676831
ASZ1,0.2676831
DDX4,0.2676831
MOV10L1,0.2676831
ARMI,0.2676831
MAEL,0.2676831
TNRC6,0.2676831
XRN1,0.2676831
DCP1A,0.2676831
DDX6,0.2676831
KRIMP,0.2676831
PLD6,0.2676831
SQU,0.2676831
VRET,0.2676831
HENMT1,0.2676831
CHP1,0.2676831
TAS3,0.2676831
RDR,0.2676831
CID12,0.2676831
HRR1,0.2676831
THEX1,0.2676831
ERI2,0.2676831
ERI3,0.2676831
DCGR8,0.2676831
rnc,0.2676831
TARBP2,0.2676831
PRKRA,0.2676831
R2D2,0.2676831
XPO5,0.2676831
MOV10,0.2676831
THAP2,0.2676831
THAP4,0.2676831
THAP6,0.2676831
THAP9,0.2676831
NAIF1,0.2676831
HARBI1,0.2676831
CCDC92,0.2676831
CCP110,0.2676831
CCSAP,0.2676831
CEP41,0.2676831
CEP76,0.2676831
CEP104,0.2676831
CEP120,0.2676831
CEP128,0.2676831
CEP135,0.2676831
CEP164,0.2676831
CEP170,0.2676831
CEP250,0.2676831
CETN1,0.2676831
CETN2,0.2676831
CETN3,0.2676831
CNTLN,0.2676831
CNTROB,0.2676831
HYLS1,0.2676831
LRRCC1,0.2676831
NIN,0.2676831
NINL,0.2676831
ODF2,0.2676831
OFD1,0.2676831
PARP1,0.2676831
PARP2_3_4,0.2676831
PCNT,0.2676831
PLA2G,0.2676831
POC1,0.2676831
POC5,0.2676831
SAS-4,0.2676831
SAS-5,0.2676831
SAS-6,0.2676831
SDCCAG8,0.2676831
SFI1,0.2676831
SPICE1,0.2676831
STARD9,0.2676831
BBS4,0.2676831
CEP72,0.2676831
CEP290,0.2676831
DISC1,0.2676831
FOPNL,0.2676831
HOOK2,0.2676831
HOOK3,0.2676831
PCM1,0.2676831
PIBF1,0.2676831
PLK1S1,0.2676831
SSX2IP,0.2676831
AZI1,0.2676831
CCDC14,0.2676831
CDK5RAP2,0.2676831
CEP89,0.2676831
CEP95,0.2676831
DDHD2,0.2676831
FGFR10P,0.2676831
LRRC36,0.2676831
NEDD1,0.2676831
OAZ1,0.2676831
PDE4DIP,0.2676831
TNKS,0.2676831
CCNB,0.2676831
CCNQ,0.2676831
AKAP9,0.2676831
ANKRD6,0.2676831
MPLKIP,0.2676831
TUBGCP4,0.2676831
TUBGCP5,0.2676831
TUBGCP6,0.2676831
MZT2A_B,0.2676831
TUBD,0.2676831
TUBE,0.2676831
CLIP1,0.2676831
CLASP1_2,0.2676831
DCX,0.2676831
MAPRE,0.2676831
ATAT1,0.2676831
SLAIN1_2,0.2676831
DCDC1,0.2676831
HAUS1,0.2676831
HAUS2,0.2676831
HAUS3,0.2676831
HAUS4,0.2676831
HAUS5,0.2676831
HAUS6,0.2676831
HAUS7,0.2676831
HAUS8,0.2676831
ANA1,0.2676831
ANA2,0.2676831
CEP97,0.2676831
CEP152,0.2676831
CNN,0.2676831
RCD2,0.2676831
RCD4,0.2676831
SPD2,0.2676831
STIL,0.2676831
OLA1,0.2676831
CEP192,0.2676831
XPO1,0.2676831
ANKRD17,0.2676831
CDT1,0.2676831
CHORDC1,0.2676831
CRN,0.2676831
MCM5,0.2676831
ORC1,0.2676831
ORC2,0.2676831
ORC3,0.2676831
PRC1,0.2676831
SAC3D1,0.2676831
ZNF365,0.2676831
NDE1,0.2676831
NDEL1,0.2676831
SYNE1,0.2676831
SYNE2,0.2676831
SYNE3,0.2676831
SYNE4,0.2676831
SUN1_2,0.2676831
SUN3,0.2676831
SPAG4,0.2676831
SUN5,0.2676831
CCDC155,0.2676831
CCDC8,0.2676831
OBSL1,0.2676831
ALMS1,0.2676831
ARL2,0.2676831
ARL2BP,0.2676831
ASPM,0.2676831
BICDL,0.2676831
C2CD3,0.2676831
CCDC15,0.2676831
CCDC34,0.2676831
CCDC61,0.2676831
CCDC77,0.2676831
CCDC78,0.2676831
CCDC85B,0.2676831
CCDC102,0.2676831
CCHCR1,0.2676831
CDH2,0.2676831
CDH13,0.2676831
CEP44,0.2676831
CEP57,0.2676831
CEP63,0.2676831
CEP68,0.2676831
CEP78,0.2676831
CEP83,0.2676831
CEP85,0.2676831
CEP112,0.2676831
CEP350,0.2676831
CHST15,0.2676831
CKAP2,0.2676831
CNTRL,0.2676831
CSPP1,0.2676831
DLGAP1,0.2676831
FATS,0.2676831
MCM2,0.2676831
MCM3,0.2676831
MCPH1,0.2676831
MPHOSPH9,0.2676831
NAV1,0.2676831
NEURL4,0.2676831
PCDHA,0.2676831
PDPN,0.2676831
SSNA1,0.2676831
WDR62,0.2676831
WRAP73,0.2676831
MAPKBP1,0.2676831
SPAG5,0.2676831
MNR,0.2676831
FIGNL1,0.2676831
SPOUT1,0.2676831
AUNIP,0.2676831
CEP19,0.2676831
CEP70,0.2676831
CKAP5,0.2676831
CGI99,0.2676831
CSE1,0.2676831
DLGAP5,0.2676831
FAM83D,0.2676831
GPSM2,0.2676831
KIF11,0.2676831
KIFC1,0.2676831
MAP7D1,0.2676831
MAP7D3,0.2676831
NUMA1,0.2676831
NUP37,0.2676831
NUP43,0.2676831
NUP85,0.2676831
NUP98,0.2676831
NUP107,0.2676831
NUP133,0.2676831
NUP160,0.2676831
NUP205,0.2676831
RAE1,0.2676831
TBCCD1,0.2676831
TCHP,0.2676831
TPX2,0.2676831
PKHD1,0.2676831
ANKRD53,0.2676831
PSRC1,0.2676831
FERMT1,0.2676831
STU2,0.2676831
PTTG,0.2676831
PIM,0.2676831
THR,0.2676831
AJUBA,0.2676831
AURKAIP1,0.2676831
BORA,0.2676831
NEDD9,0.2676831
PPP1R2,0.2676831
TACC1,0.2676831
TACC2,0.2676831
TACC3,0.2676831
SMARCA2_4,0.2676831
SMARCB1,0.2676831
SMARCC,0.2676831
SMARCD,0.2676831
SMARCE1,0.2676831
ACTL6B,0.2676831
BCL7,0.2676831
ARID1,0.2676831
SS18,0.2676831
BAF45B_C,0.2676831
DPF2,0.2676831
ARID2,0.2676831
PBRM1,0.2676831
BRD7,0.2676831
BAF45A,0.2676831
BRD9,0.2676831
BICRA,0.2676831
BICRAL,0.2676831
SMARCA5,0.2676831
BAZ1A,0.2676831
CHRAC1,0.2676831
POLE3,0.2676831
RSF1,0.2676831
BAZ1B,0.2676831
DDX21,0.2676831
DEK,0.2676831
ERCC6,0.2676831
POL5,0.2676831
SF3B1,0.2676831
SMARCA1,0.2676831
BPTF,0.2676831
BAP18,0.2676831
NURF38,0.2676831
SRCAP,0.2676831
ACTR6,0.2676831
ZNHIT1,0.2676831
VPS72,0.2676831
INO80,0.2676831
INO80B,0.2676831
INO80C,0.2676831
INO80D,0.2676831
INO80E,0.2676831
TEPT,0.2676831
NFRKB,0.2676831
ACTR5,0.2676831
ACTR8,0.2676831
IES1,0.2676831
IES2,0.2676831
IES3,0.2676831
IES4,0.2676831
IES5,0.2676831
NHP10,0.2676831
RSC1_2,0.2676831
RSC3_30,0.2676831
RSC4,0.2676831
RSC6,0.2676831
NPL6,0.2676831
RSC8,0.2676831
RSC9,0.2676831
LDB7,0.2676831
RSC58,0.2676831
ARP7,0.2676831
ARP9,0.2676831
HTL1,0.2676831
SFH1,0.2676831
STH1_SNF2,0.2676831
SWI1,0.2676831
SWI3,0.2676831
SNF6,0.2676831
SNF11,0.2676831
SNF12,0.2676831
SWP82,0.2676831
SWR1,0.2676831
SWC3,0.2676831
SWC7,0.2676831
BDF1,0.2676831
TELO2,0.2676831
TTI1,0.2676831
TTI2,0.2676831
ASA1,0.2676831
CHD2,0.2676831
CHD5,0.2676831
CHD6,0.2676831
CHD7,0.2676831
CHD8,0.2676831
CHD9,0.2676831
CHD1L,0.2676831
SMARCAD1,0.2676831
SMARCAL1,0.2676831
HELLS,0.2676831
CDCA7,0.2676831
UBN,0.2676831
ANKLE2,0.2676831
YY1AP1,0.2676831
MORC,0.2676831
hns,0.2676831
stpA,0.2676831
hmf,0.2676831
hupA,0.2676831
hupB,0.2676831
ihfA,0.2676831
ihfB,0.2676831
cbpA,0.2676831
cbpM,0.2676831
dnaA,0.2676831
diaA,0.2676831
hspQ,0.2676831
dps,0.2676831
hfq,0.2676831
ndpA,0.2676831
mukB,0.2676831
mukE,0.2676831
mukF,0.2676831
smc,0.2676831
scpA,0.2676831
scpB,0.2676831
sph1,0.2676831
ftsA,0.2676831
ftsB,0.2676831
divIC,0.2676831
ftsE,0.2676831
ftsI,0.2676831
ftsK,0.2676831
ftsL,0.2676831
ftsN,0.2676831
ftsQ,0.2676831
ftsW,0.2676831
ftsX,0.2676831
ftsZ,0.2676831
zipA,0.2676831
zapA,0.2676831
zapB,0.2676831
zapC,0.2676831
zapD,0.2676831
zapE,0.2676831
ytfB,0.2676831
amiABC,0.2676831
acrA,0.2676831
ezrA,0.2676831
minC,0.2676831
minD,0.2676831
minE,0.2676831
divIVA,0.2676831
sulA,0.2676831
sepF,0.2676831
seqA,0.2676831
mreB,0.2676831
mreC,0.2676831
mreD,0.2676831
rodA,0.2676831
parA,0.2676831
parC,0.2676831
parE,0.2676831
gidA,0.2676831
gidB,0.2676831
trmFO,0.2676831
xerC,0.2676831
xerD,0.2676831
racA,0.2676831
yabN,0.2676831
mrp,0.2676831
fic,0.2676831
engB,0.2676831
whiA,0.2676831
UBD,0.232018
NEDD8,0.232018
RP-S30e,0.232018
SUMO,0.232018
URM1,0.232018
UFM1,0.232018
ZFAND4,0.232018
pup,0.232018
UBLE1A,0.232018
UBLE1B,0.232018
UBA3,0.232018
NAE1,0.232018
MOCS3,0.232018
UBA5,0.232018
UBE1L2,0.232018
UBE2A,0.232018
UBE2B,0.232018
UBE2C,0.232018
UBE2D,0.232018
UBE2E,0.232018
UBE2F,0.232018
UBE2H,0.232018
UBE2N,0.232018
UBE2O,0.232018
UBE2Q,0.232018
UBE2R,0.232018
UBE2S,0.232018
UBE2T,0.232018
UBE2U,0.232018
UBE2W,0.232018
UBE2Z,0.232018
HIP2,0.232018
PEX4,0.232018
UBE2I,0.232018
UBE2M,0.232018
UFC1,0.232018
UBE3B,0.232018
UBE3C,0.232018
UBE3D,0.232018
WWP2,0.232018
TRIP12,0.232018
HUWE1,0.232018
AREL1,0.232018
EDD1,0.232018
G2H3,0.232018
HERC1,0.232018
HERC3,0.232018
HERC4,0.232018
HACE1,0.232018
HECW1,0.232018
HECW2,0.232018
HECTD1,0.232018
HECTD2,0.232018
HECTD3,0.232018
HECTD4,0.232018
HECT,0.232018
UBE4A,0.232018
UBE4B,0.232018
PPIL2,0.232018
PRPF19,0.232018
RBBP6,0.232018
UBOX5,0.232018
BRE1,0.232018
SIAH1,0.232018
SIAH2,0.232018
LNX1_2,0.232018
PDZRN3_4,0.232018
MARCH1_8,0.232018
KO_44622,0.232018
KO_44623,0.232018
MARCH4_9_11,0.232018
KO_44625,0.232018
KO_44626,0.232018
KO_44627,0.232018
KO_44630,0.232018
MDM4,0.232018
NFXL1,0.232018
PELI,0.232018
PEX10,0.232018
PEX12,0.232018
PEX2,0.232018
ANKIB1,0.232018
ARIH1,0.232018
ARIH2,0.232018
RBCK1,0.232018
RNF14,0.232018
RNF19A,0.232018
RNF19B,0.232018
RNF31,0.232018
RNF34,0.232018
RNF144,0.232018
RNF168,0.232018
RNF169,0.232018
RNF183,0.232018
RNF216,0.232018
RNF217,0.232018
TRAF7,0.232018
TRIM1,0.232018
TRIM2_3,0.232018
TRIM4,0.232018
TRIM5,0.232018
TRIM6_22_34,0.232018
TRIM7,0.232018
TRIM8,0.232018
TRIM10,0.232018
TRIM11,0.232018
TRIM13,0.232018
TRIM14,0.232018
TRIM15,0.232018
TRIM16,0.232018
TRIM17,0.232018
TRIM18,0.232018
TRIM23,0.232018
TRIM25,0.232018
TRIM26,0.232018
TRIM27,0.232018
TRIM29,0.232018
TRIM31,0.232018
TRIM32,0.232018
TRIM35,0.232018
TRIM37,0.232018
TRIM38,0.232018
TRIM39,0.232018
TRIM40,0.232018
TRIM41,0.232018
TRIM42,0.232018
TRIM43S,0.232018
TRIM44,0.232018
TRIM45,0.232018
TRIM46,0.232018
TRIM47,0.232018
TRIM50_73_74,0.232018
TRIM52,0.232018
TRIM54,0.232018
TRIM55,0.232018
TRIM56,0.232018
TRIM58,0.232018
TRIM59,0.232018
TRIM60_61,0.232018
TRIM62,0.232018
TRIM63,0.232018
TRIM65,0.232018
TRIM66,0.232018
TRIM68,0.232018
TRIM69,0.232018
TRIM71,0.232018
TRIM75,0.232018
UBR1,0.232018
UBR2,0.232018
UBR3,0.232018
UBR7,0.232018
ATL4,0.232018
ATL6S,0.232018
ATL23,0.232018
ATL41,0.232018
ATL7_58_59,0.232018
ATL76S,0.232018
AMFR,0.232018
BFAR,0.232018
BRAP,0.232018
CCNB1IP1,0.232018
CHFR,0.232018
DCST1,0.232018
DTX,0.232018
DZIP3,0.232018
FANCL,0.232018
KCMF1,0.232018
LTN1,0.232018
MEX3,0.232018
MGRN1,0.232018
MIB,0.232018
MKRN,0.232018
MUL1,0.232018
MYCBP2,0.232018
NEUR,0.232018
NEURL3,0.232018
NHLRC1,0.232018
OBI1,0.232018
PJA1,0.232018
PJA2,0.232018
RAD18,0.232018
RAG1,0.232018
RCHY1,0.232018
RFWD2,0.232018
RFWD3,0.232018
RNF4,0.232018
RNF5,0.232018
RNF6,0.232018
RNF8,0.232018
RNF11,0.232018
RLIM,0.232018
RNF13,0.232018
RNF25,0.232018
RNF26,0.232018
RNF38_44,0.232018
RNF43,0.232018
RNF103,0.232018
RNF111,0.232018
RNF112,0.232018
RNF113B,0.232018
RNF114,0.232018
RNF121_175,0.232018
RNF122,0.232018
KPC1,0.232018
RNF125,0.232018
RNF128,0.232018
RNF130,0.232018
RNF133,0.232018
RNF135,0.232018
RNF138,0.232018
RNF139,0.232018
RNF145,0.232018
RNF146,0.232018
RNF149,0.232018
RNF152,0.232018
RNF157,0.232018
RNF165,0.232018
RNF166,0.232018
RNF167,0.232018
RNF170,0.232018
RNF180,0.232018
RNF181,0.232018
RNF182,0.232018
RNF186,0.232018
RNF187,0.232018
RNF213,0.232018
RNF220,0.232018
RNFT1,0.232018
SART1,0.232018
SHPRH,0.232018
SH3RF,0.232018
SMARCA3,0.232018
SYVN1,0.232018
TMEM129,0.232018
TRAIP,0.232018
TTC3,0.232018
UHRF2,0.232018
UNKL,0.232018
ZNF598,0.232018
ZNF645,0.232018
ZFP91,0.232018
ZNRF1_2,0.232018
ZNRF3,0.232018
ZNRF4,0.232018
ZSWIM2,0.232018
AIP2,0.232018
BAH,0.232018
BB,0.232018
K16276,0.232018
BOI,0.232018
DRIP,0.232018
RGLG,0.232018
RHA1,0.232018
RHA2,0.232018
RHF,0.232018
SDIR1,0.232018
SIS3,0.232018
XBAT32_33,0.232018
XERICO,0.232018
EL5,0.232018
TUL1,0.232018
DMA1_2,0.232018
NSMCE1,0.232018
RANBP2,0.232018
PIAS1,0.232018
PIAS2,0.232018
PIAS3,0.232018
PIAS4,0.232018
NSMCE2,0.232018
RNF212,0.232018
ZNF451,0.232018
HERC5_6,0.232018
UFL1,0.232018
DCUN1D1_2,0.232018
DCUN1D3,0.232018
DCUN1D4_5,0.232018
FBXW2,0.232018
FBXW4,0.232018
FBXW8,0.232018
FBXW9,0.232018
FBXW10,0.232018
FBXW12S,0.232018
MET30,0.232018
CDC4,0.232018
FBXL2_20,0.232018
FBXL3,0.232018
FBXL4,0.232018
FBXL5,0.232018
FBXL6,0.232018
FBXL7,0.232018
FBXL8,0.232018
FBXL9,0.232018
FBXL12,0.232018
FBXL13,0.232018
FBXL14,0.232018
FBXL15,0.232018
FBXL16,0.232018
FBXL17,0.232018
FBXL18,0.232018
FBXL21,0.232018
FBXL22,0.232018
COI-1,0.232018
EBF1_2,0.232018
TIR1,0.232018
GRR1,0.232018
DIA2,0.232018
POF3,0.232018
FBXO2,0.232018
FBXO3,0.232018
FBXO4,0.232018
FBXO6,0.232018
FBXO7,0.232018
FBXO8,0.232018
FBXO9,0.232018
FBXO10,0.232018
FBXO11,0.232018
FBXO15,0.232018
FBXO16,0.232018
FBXO17,0.232018
FBXO18,0.232018
LMO7,0.232018
FBXO21,0.232018
FBXO22,0.232018
FBXO23,0.232018
FBXO24,0.232018
FBXO25_32,0.232018
FBXO27,0.232018
FBXO28,0.232018
FBXO30,0.232018
FBXO31,0.232018
FBXO33,0.232018
FBXO34,0.232018
FBXO36,0.232018
FBXO38,0.232018
FBXO39,0.232018
FBXO40,0.232018
FBXO41,0.232018
FBXO42,0.232018
FBXO44,0.232018
FBXO45,0.232018
FBXO46,0.232018
FBXO47,0.232018
FKF1,0.232018
GID2,0.232018
LKP2,0.232018
ZTL,0.232018
MDM30,0.232018
RCY1,0.232018
SAF1,0.232018
UFO1,0.232018
LRR1,0.232018
FEM1B,0.232018
ZYG11,0.232018
ZSWIM8,0.232018
CUL3,0.232018
KLHL1_4_5,0.232018
KLHL2_3,0.232018
KLHL6,0.232018
KLHL7,0.232018
KLHL8,0.232018
KLHL9_13,0.232018
KLHL10,0.232018
KLHL11,0.232018
KLHL12,0.232018
KLHL14,0.232018
KLHL15,0.232018
KLHL16,0.232018
KLHL17,0.232018
KLHL18,0.232018
KLHL20,0.232018
KLHL21,0.232018
KLHL22,0.232018
KLHL23,0.232018
KLHL24_35,0.232018
KLHL25_37,0.232018
KLHL26,0.232018
IPP,0.232018
KLHL28,0.232018
KLHL29,0.232018
KLHL30,0.232018
KLHL31,0.232018
KLHL32,0.232018
KLHL33,0.232018
KLHL34,0.232018
KLHL36,0.232018
KLHL38,0.232018
KBTBD2,0.232018
KBTBD3,0.232018
KBTBD4,0.232018
KBTBD5_10,0.232018
KBTBD6_7,0.232018
KBTBD8,0.232018
KBTBD11,0.232018
KBTBD12,0.232018
KBTBD13,0.232018
BTBD1_2,0.232018
BTBD3_6,0.232018
BTBD7,0.232018
BTBD8,0.232018
BTBD9,0.232018
BTBD10,0.232018
BTBD11,0.232018
BTBD12,0.232018
BTBD13,0.232018
BTBD14,0.232018
BTBD16,0.232018
ABTB1,0.232018
ABTB2,0.232018
RHOBTB1_2,0.232018
RHOBTB3,0.232018
BACURD,0.232018
KCTD1_15,0.232018
KCTD2_5_17,0.232018
KCTD3,0.232018
KCTD6,0.232018
KCTD7_14,0.232018
KCTD8_12_16,0.232018
KCTD9,0.232018
KCTD11,0.232018
KCTD18,0.232018
KCTD21,0.232018
DIABLO,0.232018
SPOP,0.232018
LZTR1,0.232018
NPR1,0.232018
MEL26,0.232018
DDB1,0.232018
